Date,Stream,Reach,Transect,Quadrat,Order,Family,Count,Size
2/20/2022,SM,4,4,2,Trichoptera,Brachycentridae,1,small
2/20/2022,SM,4,4,2,Trichoptera,Brachycentridae,1,medium
2/20/2022,SM,4,4,2,Ephemeroptera,Neoephemeridae,1,medium
2/20/2022,SM,4,4,2,Ephemeroptera,Neoephemeridae,1,medium
2/20/2022,SM,4,4,2,Ephemeroptera,Heptageniidae,1,medium
2/20/2022,SM,4,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,perlidae,1,medium
2/20/2022,SM,4,4,2,Plecoptera,Nemouridae,1,large
2/20/2022,SM,4,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,4,4,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,4,4,2,Trichoptera,Philopotamidae,1,small
2/20/2022,SM,2,3,2,trichoptera,Glossosomatidae,1,small
2/20/2022,SM,2,3,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,3,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,3,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,3,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,3,5,2,Trichoptera,Odontoceridae,1,small
2/20/2022,SM,3,5,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,3,5,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,3,5,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,3,5,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,3,5,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,3,5,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,3,1,2,Ephemeroptera,Heptageniidae,1,medium
2/20/2022,SM,3,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,3,1,2,Plecoptera,Perlodidae,1,large
2/20/2022,SM,3,1,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,3,2,Trichoptera,Brachycentridae,1,medium 
2/20/2022,SM,4,3,2,Trichoptera,Dipseudopsidae,1,small
2/20/2022,SM,4,3,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,3,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,3,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,3,2,Trichoptera,Hydroptilidae,1,small
2/20/2022,SM,1,5,2,Trichoptera,Brachycentridae,1,medium
2/20/2022,SM,1,5,2,Trichoptera,Hydropsychidae ,1,small
2/20/2022,SM,1,5,2,Trichoptera,Philopotamidae,1,small
2/20/2022,SM,1,5,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,5,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,5,2,Plecoptera,Perlidae,1,Small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,medium
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Ephemerellidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,2,1,Trichoptera,Glossosomatidae,1,small
2/20/2022,SM,1,2,1,Ephemeroptera,Metretopodidae,1,small
2/20/2022,SM,1,2,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,2,1,Trichoptera,Brachycentridae,1,small
2/20/2022,SM,1,2,1,Trichoptera,Rhyacophilidae,1,small
2/20/2022,SM,2,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,2,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,2,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,2,2,Plecoptera,Capniidae,1,small
2/20/2022,SM,2,2,2,Trichoptera,Sericostomatidae,1,small
2/20/2022,SM,2,2,2,Trichoptera,Glossosomatidae,1,small
2/20/2022,SM,1,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,1,2,Ephemeroptera,Neoephemeridae,1,large
2/20/2022,SM,1,1,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,1,2,Trichoptera,Sericostomatidae,1,small
2/20/2022,SM,1,1,2,Trichoptera,Sericostomatidae,1,small
2/20/2022,SM,3,5,1,Ephemeroptera,Ephemerellidae,1,small
2/20/2022,SM,5,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,5,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,5,2,1,Ephemeroptera,Ephemerellidae,1,small
2/20/2022,SM,5,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,3,2,1,Ephemeroptera,Heptageniidae,1,medium
2/20/2022,SM,3,2,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,5,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM ,1,5,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,1,2,Ephemeroptera,Ephemerellidae,1,small
2/20/2022,SM,2,1,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,1,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,1,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,1,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,1,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,1,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,1,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,2,1,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,3,3,2,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,5,1,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,5,1,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,5,1,1,Ephemeroptera,Heptageniidae,1,medium
2/20/2022,SM,5,1,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,5,1,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,5,1,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,3,5,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,3,5,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,3,5,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,3,5,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,3,5,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,5,1,Ephemeroptera,Heptageniidae,1,medium
2/20/2022,SM,2,5,1,Ephemeroptera,Heptageniidae,1,medium
2/20/2022,SM,2,5,1,Ephemeroptera,Heptageniidae,1,medium
2/20/2022,SM,2,5,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,5,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,5,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,5,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,5,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,5,3,2,Plecoptera,Perlidae,1,large
2/20/2022,SM,5,3,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,5,3,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,5,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,5,1,2,Trichoptera,Thremmatidae,1,large
2/20/2022,SM,5,2,2,Plecoptera,Perlodidae,1,medium
2/20/2022,SM,5,2,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,5,2,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,5,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,5,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,5,2,2,Ephemeroptera,Baetiscidae,1,small
2/20/2022,SM,5,2,2,Ephemeroptera,Batidae,1,small
2/20/2022,SM,3,2,2,Ephemeroptera,Heptageniidae,1,medium
2/20/2022,SM,3,2,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,5,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,5,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,5,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,5,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,5,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,5,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,5,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,4,1,Trichoptera,Brachycentridae,1,small
2/20/2022,SM,4,4,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,4,4,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,4,4,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,4,4,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,4,4,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,4,4,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,4,4,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,4,4,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,4,4,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,4,4,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,4,4,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,4,4,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,5,4,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,3,4,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,3,4,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,3,4,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,3,4,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,4,5,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,5,2,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,4,5,2,Trichoptera,Hydropsychidae ,1,small
2/20/2022,SM,1,4,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,2,5,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,5,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,5,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,5,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,5,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,5,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,5,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,5,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,5,2,Trichoptera,Odontoceridae,1,small
2/20/2022,SM,4,1,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,1,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,1,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,5,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,5,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,5,4,2,Trichoptera,Odontoceridae,1,small
2/20/2022,SM,4,3,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,4,3,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,1,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,1,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,1,2,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlidae,1,medium
2/20/2022,SM,2,3,1,Plecoptera,Perlidae,1,medium
2/20/2022,SM,2,3,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,3,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,3,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,3,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,3,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,2,3,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Leuctridae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Leuctridae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,2,3,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,1,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,1,4,2,Trichoptera,Philopotamidae,1,small
2/20/2022,SM,2,1,1,Ephemeroptera,Heptageniidae,1,medium
2/20/2022,SM,2,1,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,1,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,1,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,1,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,1,1,Plecoptera,Perlodidae,1,MEDIUM
2/20/2022,SM,2,1,1,Plecoptera,Perlidae,1,small
2/20/2022,SM,2,1,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,1,3,1,Ephemeroptera,Baetidae,1,small
2/20/2022,SM,1,3,1,Trichoptera,Sericostomatidae,1,small
2/20/2022,SM,4,2,1,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,2,1,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,2,1,Plecoptera,Leuctridae,1,small
2/20/2022,SM,2,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,2,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,2,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM,4,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM,4,2,2,Plecoptera,Perlidae,1,SMALL
2/20/2022,SM,4,2,2,Plecoptera,Perlidae,1,small
2/20/2022,SM,4,2,2,Trichoptera,Limnephilidae,1,small
2/20/2022,SM,4,2,2,Trichoptera,Limnephilidae,1,small
2/20/2022,SM ,1,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM ,1,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM ,1,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM ,1,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM ,1,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM ,1,2,2,Ephemeroptera,Baetidae,1,small
2/20/2022,SM ,1,2,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM ,1,2,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM ,1,2,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM ,1,2,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM ,1,2,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM ,1,2,2,Trichoptera,Brachycentridae,1,small
2/20/2022,SM ,1,2,2,Trichoptera,Dipseudopsidae,1,small
2/21/2022,SM ,1,2,2,Plecoptera,Pteronarcyidae,1,medium
2/20/2022,SM ,1,2,2,Trichoptera,Philopotamidae,1,small
2/20/2022,SM ,3,4,2,Plecoptera,Perlidae,1,small
2/20/2022,SM ,3,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM ,3,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM ,3,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM ,3,4,2,Plecoptera,Perlodidae,1,small
2/20/2022,SM ,3,4,2,Ephemeroptera,Heptageniidae,1,small
2/20/2022,SM ,3,4,2,Trichoptera,Brachycentridae,1,small
2/20/2022,SM ,3,4,2,Plecoptera,Pteronarcyidae,1,medium
